Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Application type","Stage of procedure","Cases / Persons",applied
2019,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,1927
2019,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,15
2019,Eritrea,ERI,Georgia,GEO,G,N,FI,P,17
2019,Eritrea,ERI,Germany,DEU,G,N,NA,P,3520
2019,Eritrea,ERI,Germany,DEU,G,R,RA,P,223
2019,Eritrea,ERI,Ghana,GHA,G,N,FI,P,22
2019,Eritrea,ERI,Greece,GRC,G,N,FI,P,305
2019,Eritrea,ERI,Greece,GRC,G,R,RA,P,5
2019,Eritrea,ERI,Guinea,GIN,G,N,FI,P,10
2019,Eritrea,ERI,Iceland,ISL,G,A,AR,P,5
2019,Eritrea,ERI,Iceland,ISL,G,N,FI,P,5
2019,Eritrea,ERI,"Cote d'Ivoire",CIV,G,N,FA,P,5
2019,Eritrea,ERI,India,IND,U,N,FI,P,5
2019,Eritrea,ERI,Indonesia,IDN,U,N,FI,P,60
2019,Eritrea,ERI,Ireland,IRL,G,N,FI,P,15
2019,Eritrea,ERI,Iraq,IRQ,U,N,FI,P,6
2019,Eritrea,ERI,Israel,ISR,G,N,FA,P,129
2019,Eritrea,ERI,Italy,ITA,G,N,FI,P,238
2019,Eritrea,ERI,Kenya,KEN,G,N,FI,P,345
2019,Eritrea,ERI,Libya,LBY,U,N,FI,P,2714
2019,Eritrea,ERI,Lebanon,LBN,U,A,AR,P,10
2019,Eritrea,ERI,Lebanon,LBN,U,N,FI,P,11
2019,Eritrea,ERI,Lesotho,LSO,G,N,FI,P,32
2019,Eritrea,ERI,Liechtenstein,LIE,G,N,FI,P,5
2019,Eritrea,ERI,Luxembourg,LUX,G,N,FI,P,565
2019,Eritrea,ERI,Mexico,MEX,G,N,FI,P,64
2019,Eritrea,ERI,Malaysia,MYS,U,N,FI,P,13
2019,Eritrea,ERI,Morocco,MAR,U,N,FI,P,11
2019,Eritrea,ERI,Mozambique,MOZ,G,N,FI,P,20
2019,Eritrea,ERI,Malta,MLT,G,A,AR,P,18
2019,Eritrea,ERI,Malta,MLT,G,N,FI,P,189
2019,Eritrea,ERI,Netherlands,NLD,G,N,FI,P,501
2019,Eritrea,ERI,Netherlands,NLD,G,R,RA,P,85
2019,Eritrea,ERI,Niger,NER,G,N,FI,P,11
2019,Eritrea,ERI,Niger,NER,J,A,AR,P,30
2019,Eritrea,ERI,Niger,NER,J,N,FI,P,601
2019,Eritrea,ERI,Norway,NOR,G,A,AR,P,87
2019,Eritrea,ERI,Norway,NOR,G,N,FI,P,182
2019,Eritrea,ERI,Norway,NOR,G,R,RA,P,12
2019,Eritrea,ERI,Portugal,PRT,G,N,FI,P,19
2019,Eritrea,ERI,Romania,ROU,G,N,FI,P,13
2019,Eritrea,ERI,"South Africa",ZAF,G,A,AR,P,50
2019,Eritrea,ERI,"South Africa",ZAF,G,R,AR,P,84
2019,Eritrea,ERI,"South Africa",ZAF,G,N,FI,P,235
2019,Eritrea,ERI,"Russian Federation",RUS,G,N,FI,P,12
2019,Eritrea,ERI,Rwanda,RWA,G,N,FI,P,245
2019,Eritrea,ERI,Somalia,SOM,U,N,FI,P,23
2019,Eritrea,ERI,Spain,ESP,G,N,FI,P,35
2019,Eritrea,ERI,"South Sudan",SSD,G,N,FI,P,689
2019,Eritrea,ERI,Sudan,SDN,G,N,FI,P,6358
2019,Eritrea,ERI,Sudan,SDN,U,N,FI,P,20
2019,Eritrea,ERI,Slovenia,SVN,G,N,FI,P,5
2019,Eritrea,ERI,Slovenia,SVN,G,R,RA,P,5
2019,Eritrea,ERI,Sweden,SWE,G,A,AR,P,143
2019,Eritrea,ERI,Sweden,SWE,G,N,FI,P,672
2019,Eritrea,ERI,Sweden,SWE,G,R,RA,P,91
2019,Eritrea,ERI,Switzerland,CHE,G,N,FI,P,2497
2019,Eritrea,ERI,Switzerland,CHE,G,R,RA,P,402
2019,Eritrea,ERI,Tunisia,TUN,U,N,AR,P,7
2019,Eritrea,ERI,Tunisia,TUN,U,N,FI,P,165
2019,Eritrea,ERI,Uganda,UGA,G,N,FI,P,5328
2019,Eritrea,ERI,Ukraine,UKR,G,N,FI,P,17
2019,Eritrea,ERI,Ukraine,UKR,G,J,JR,P,5
2019,Eritrea,ERI,"United States of America",USA,G,A,AR,P,60
2019,Eritrea,ERI,"United States of America",USA,G,N,EO,P,334
2019,Eritrea,ERI,"United States of America",USA,G,N,IN,C,81
2019,Eritrea,ERI,Yemen,YEM,U,NR,FA,P,105
2019,Eritrea,ERI,Zambia,ZMB,G,N,FI,P,14
2019,Eritrea,ERI,Zimbabwe,ZWE,G,N,FI,P,5
2019,Estonia,EST,"South Africa",ZAF,G,N,FI,P,5
2019,Estonia,EST,"United States of America",USA,G,A,AR,P,5
2019,Estonia,EST,"United States of America",USA,G,N,EO,P,5
2019,Ethiopia,ETH,Egypt,EGY,U,A,AR,P,974
2019,Ethiopia,ETH,Egypt,EGY,U,N,FI,P,2486
2019,Ethiopia,ETH,Egypt,EGY,U,R,RA,P,15
2019,Ethiopia,ETH,Australia,AUS,G,A,AR,P,59
2019,Ethiopia,ETH,Australia,AUS,G,N,FI,P,13
2019,Ethiopia,ETH,Austria,AUT,G,N,FA,P,27
2019,Ethiopia,ETH,Belgium,BEL,G,N,FI,P,22
2019,Ethiopia,ETH,Belgium,BEL,G,R,RA,P,12
2019,Ethiopia,ETH,Brazil,BRA,G,N,FI,P,5
2019,Ethiopia,ETH,Canada,CAN,G,A,AR,P,128
2019,Ethiopia,ETH,Canada,CAN,G,N,FI,P,391
2019,Ethiopia,ETH,Cameroon,CMR,U,N,FI,P,5
2019,Ethiopia,ETH,"Dem. Rep. of the Congo",COD,G,N,FI,P,5
2019,Ethiopia,ETH,Denmark,DNK,G,A,AR,P,5
2019,Ethiopia,ETH,Denmark,DNK,G,N,FI,P,9
2019,Ethiopia,ETH,Djibouti,DJI,G,N,FI,P,704
2019,Ethiopia,ETH,Finland,FIN,G,N,FI,C,10
2019,Ethiopia,ETH,Finland,FIN,G,R,RA,C,8
2019,Ethiopia,ETH,France,FRA,G,A,AR,P,230
2019,Ethiopia,ETH,France,FRA,G,N,FI,P,570
2019,Ethiopia,ETH,France,FRA,G,A,RA,P,11
2019,Ethiopia,ETH,France,FRA,G,R,RA,P,22
2019,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,307
2019,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,327
2019,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,5
2019,Ethiopia,ETH,Germany,DEU,G,N,NA,P,843
2019,Ethiopia,ETH,Germany,DEU,G,R,RA,P,211
2019,Ethiopia,ETH,Greece,GRC,G,N,FI,P,48
2019,Ethiopia,ETH,Greece,GRC,G,R,RA,P,11
2019,Ethiopia,ETH,India,IND,U,A,AR,P,8
2019,Ethiopia,ETH,India,IND,U,N,FI,P,5
2019,Ethiopia,ETH,Indonesia,IDN,U,A,AR,P,9
2019,Ethiopia,ETH,Indonesia,IDN,U,N,FI,P,8
2019,Ethiopia,ETH,Ireland,IRL,G,N,FI,P,7
2019,Ethiopia,ETH,Israel,ISR,G,N,FA,P,133
2019,Ethiopia,ETH,Italy,ITA,G,N,FI,P,46
2019,Ethiopia,ETH,Japan,JPN,G,N,FI,P,35
2019,Ethiopia,ETH,Kenya,KEN,G,A,AR,P,267
2019,Ethiopia,ETH,Kenya,KEN,G,N,FI,P,1387
2019,Ethiopia,ETH,"Rep. of Korea",KOR,G,N,FA,P,76
2019,Ethiopia,ETH,Libya,LBY,U,N,FI,P,346
2019,Ethiopia,ETH,Lebanon,LBN,U,A,AR,P,66
2019,Ethiopia,ETH,Lebanon,LBN,U,N,FI,P,549
2019,Ethiopia,ETH,Lesotho,LSO,G,N,FI,P,5
2019,Ethiopia,ETH,Luxembourg,LUX,G,N,FI,P,25
2019,Ethiopia,ETH,Mexico,MEX,G,N,FI,P,13
2019,Ethiopia,ETH,Malaysia,MYS,U,N,FI,P,7
2019,Ethiopia,ETH,Malawi,MWI,G,N,FI,P,7
2019,Ethiopia,ETH,Mozambique,MOZ,G,N,FI,P,5
2019,Ethiopia,ETH,Malta,MLT,G,A,AR,P,9
2019,Ethiopia,ETH,Malta,MLT,G,N,FI,P,12
2019,Ethiopia,ETH,Netherlands,NLD,G,N,FI,P,92
2019,Ethiopia,ETH,Netherlands,NLD,G,R,RA,P,23
2019,Ethiopia,ETH,Niger,NER,G,N,FI,P,7
2019,Ethiopia,ETH,Niger,NER,J,A,AR,P,12
2019,Ethiopia,ETH,Niger,NER,J,N,FI,P,13
2019,Ethiopia,ETH,Norway,NOR,G,A,AR,P,67
2019,Ethiopia,ETH,Norway,NOR,G,N,FI,P,39
2019,Ethiopia,ETH,"New Zealand",NZL,G,N,FI,P,8
2019,Ethiopia,ETH,Poland,POL,G,A,AR,P,5
2019,Ethiopia,ETH,Romania,ROU,G,N,FI,P,11
2019,Ethiopia,ETH,"South Africa",ZAF,G,A,AR,P,453
2019,Ethiopia,ETH,"South Africa",ZAF,G,R,AR,P,3046
2019,Ethiopia,ETH,"South Africa",ZAF,G,N,FI,P,4697
2019,Ethiopia,ETH,Rwanda,RWA,G,N,FI,P,6
2019,Ethiopia,ETH,Somalia,SOM,U,N,FI,P,1960
2019,Ethiopia,ETH,Spain,ESP,G,N,FI,P,10
2019,Ethiopia,ETH,"South Sudan",SSD,G,N,FI,P,74
2019,Ethiopia,ETH,Sudan,SDN,G,N,FI,P,85
2019,Ethiopia,ETH,Sudan,SDN,U,N,FI,P,5
2019,Ethiopia,ETH,Eswatini,SWZ,G,N,FI,P,23
2019,Ethiopia,ETH,Sweden,SWE,G,A,AR,P,308
2019,Ethiopia,ETH,Sweden,SWE,G,N,FI,P,232
2019,Ethiopia,ETH,Sweden,SWE,G,R,RA,P,84
2019,Ethiopia,ETH,Switzerland,CHE,G,N,FI,P,145
2019,Ethiopia,ETH,Switzerland,CHE,G,R,RA,P,26
2019,Ethiopia,ETH,Thailand,THA,U,N,FI,P,5
2019,Ethiopia,ETH,Tunisia,TUN,U,N,AR,P,5
2019,Ethiopia,ETH,Tunisia,TUN,U,N,FI,P,44
2019,Ethiopia,ETH,"United Arab Emirates",ARE,U,N,FI,P,6
2019,Ethiopia,ETH,Uganda,UGA,G,N,FI,P,708
2019,Ethiopia,ETH,"United States of America",USA,G,A,AR,P,171
2019,Ethiopia,ETH,"United States of America",USA,G,N,EO,P,55
2019,Ethiopia,ETH,"United States of America",USA,G,N,IN,C,446
2019,Ethiopia,ETH,Yemen,YEM,U,NR,FA,P,2002
2019,Ethiopia,ETH,Zambia,ZMB,G,N,FI,P,5
2019,Ethiopia,ETH,Zimbabwe,ZWE,G,N,FI,P,5
2019,Fiji,FJI,Australia,AUS,G,A,AR,P,577
2019,Fiji,FJI,Australia,AUS,G,N,FI,P,1093
2019,Fiji,FJI,Brazil,BRA,G,N,FI,P,5
2019,Fiji,FJI,Canada,CAN,G,N,FI,P,5
2019,Fiji,FJI,"New Zealand",NZL,G,N,FI,P,12
2019,Fiji,FJI,"United States of America",USA,G,A,AR,P,31
2019,Fiji,FJI,"United States of America",USA,G,N,EO,P,13
2019,Fiji,FJI,"United States of America",USA,G,N,IN,C,35
2019,France,FRA,Brazil,BRA,G,N,FI,P,8
2019,France,FRA,Canada,CAN,G,A,AR,P,7
2019,France,FRA,Canada,CAN,G,N,FI,P,27
2019,France,FRA,Germany,DEU,G,N,NA,P,5
2019,France,FRA,Spain,ESP,G,N,FI,P,5
2019,France,FRA,Sweden,SWE,G,N,FI,P,5
2019,France,FRA,"United States of America",USA,G,A,AR,P,5
2019,France,FRA,"United States of America",USA,G,N,EO,P,30
2019,France,FRA,"United States of America",USA,G,N,IN,C,5
2019,"Micronesia (Federated States of)",FSM,"United States of America",USA,G,N,EO,P,5
2019,Gabon,GAB,Belgium,BEL,G,N,FI,P,11
2019,Gabon,GAB,Belgium,BEL,G,R,RA,P,5
2019,Gabon,GAB,Canada,CAN,G,A,AR,P,5
2019,Gabon,GAB,Canada,CAN,G,N,FI,P,19
2019,Gabon,GAB,Cameroon,CMR,U,N,FI,P,5
2019,Gabon,GAB,France,FRA,G,A,AR,P,100
2019,Gabon,GAB,France,FRA,G,N,FI,P,469
2019,Gabon,GAB,France,FRA,G,A,RA,P,6
2019,Gabon,GAB,France,FRA,G,R,RA,P,9
2019,Gabon,GAB,Germany,DEU,G,N,NA,P,24
2019,Gabon,GAB,Greece,GRC,G,N,FI,P,5
2019,Gabon,GAB,Italy,ITA,G,N,FI,P,5
2019,Gabon,GAB,Morocco,MAR,U,N,FI,P,5
2019,Gabon,GAB,"South Africa",ZAF,G,N,FI,P,5
2019,Gabon,GAB,Spain,ESP,G,N,FI,P,5
2019,Gabon,GAB,Sweden,SWE,G,A,AR,P,5
2019,Gabon,GAB,Switzerland,CHE,G,N,FI,P,5
2019,Gabon,GAB,"United States of America",USA,G,A,AR,P,25
2019,Gabon,GAB,"United States of America",USA,G,N,EO,P,8
2019,Gabon,GAB,"United States of America",USA,G,N,IN,C,47
2019,Gambia,GMB,Algeria,DZA,U,N,FI,P,5
2019,Gambia,GMB,Egypt,EGY,U,N,FI,P,5
2019,Gambia,GMB,Austria,AUT,G,N,FA,P,64
2019,Gambia,GMB,Belgium,BEL,G,N,FI,P,63
2019,Gambia,GMB,Belgium,BEL,G,R,RA,P,8
2019,Gambia,GMB,Brazil,BRA,G,N,FI,P,8
2019,Gambia,GMB,Canada,CAN,G,A,AR,P,11
2019,Gambia,GMB,Canada,CAN,G,N,FI,P,45
2019,Gambia,GMB,Cyprus,CYP,G,N,FI,P,18
2019,Gambia,GMB,Denmark,DNK,G,N,FI,P,12
2019,Gambia,GMB,Finland,FIN,G,N,FI,C,29
2019,Gambia,GMB,Finland,FIN,G,R,RA,C,5
2019,Gambia,GMB,France,FRA,G,A,AR,P,108
2019,Gambia,GMB,France,FRA,G,N,FI,P,301
2019,Gambia,GMB,France,FRA,G,A,RA,P,9
2019,Gambia,GMB,France,FRA,G,R,RA,P,15
2019,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,24
2019,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,99
2019,Gambia,GMB,Germany,DEU,G,N,NA,P,881
2019,Gambia,GMB,Germany,DEU,G,R,RA,P,252
2019,Gambia,GMB,Greece,GRC,G,N,FI,P,137
2019,Gambia,GMB,Greece,GRC,G,R,RA,P,6
2019,Gambia,GMB,Ireland,IRL,G,N,FI,P,5
2019,Gambia,GMB,Italy,ITA,G,N,FI,P,144
2019,Gambia,GMB,"Rep. of Korea",KOR,G,N,FA,P,13
2019,Gambia,GMB,Lebanon,LBN,U,N,FI,P,5
2019,Gambia,GMB,Luxembourg,LUX,G,N,FI,P,15
2019,Gambia,GMB,Mauritania,MRT,U,N,FI,P,10
2019,Gambia,GMB,Mexico,MEX,G,N,FI,P,5
2019,Gambia,GMB,Morocco,MAR,U,N,FI,P,22
2019,Gambia,GMB,Malta,MLT,G,A,AR,P,140
2019,Gambia,GMB,Malta,MLT,G,N,FI,P,190
2019,Gambia,GMB,Netherlands,NLD,G,N,FI,P,539
2019,Gambia,GMB,Netherlands,NLD,G,R,RA,P,39
2019,Gambia,GMB,Norway,NOR,G,A,AR,P,5
2019,Gambia,GMB,Norway,NOR,G,N,FI,P,5
2019,Gambia,GMB,Poland,POL,G,A,AR,P,5
2019,Gambia,GMB,Poland,POL,G,N,FI,P,5
2019,Gambia,GMB,Portugal,PRT,G,N,FI,P,173
2019,Gambia,GMB,Senegal,SEN,G,N,FA,P,35
2019,Gambia,GMB,Spain,ESP,G,N,FI,P,201
2019,Gambia,GMB,Slovenia,SVN,G,N,FI,P,5
2019,Gambia,GMB,Sweden,SWE,G,A,AR,P,100
2019,Gambia,GMB,Sweden,SWE,G,N,FI,P,125
2019,Gambia,GMB,Sweden,SWE,G,R,RA,P,18
2019,Gambia,GMB,Switzerland,CHE,G,N,FI,P,112
2019,Gambia,GMB,Switzerland,CHE,G,R,RA,P,7
2019,Gambia,GMB,Ukraine,UKR,G,N,FI,P,5
2019,Gambia,GMB,"United States of America",USA,G,A,AR,P,61
2019,Gambia,GMB,"United States of America",USA,G,N,EO,P,24
2019,Gambia,GMB,"United States of America",USA,G,N,IN,C,52
2019,Palestinian,PSE,Albania,ALB,G,N,FI,P,5
2019,Palestinian,PSE,Algeria,DZA,U,N,FI,P,42
2019,Palestinian,PSE,Argentina,ARG,G,N,FI,P,7
2019,Palestinian,PSE,Australia,AUS,G,A,AR,P,7
2019,Palestinian,PSE,Australia,AUS,G,N,FI,P,66
2019,Palestinian,PSE,Belgium,BEL,G,N,FI,P,1439
2019,Palestinian,PSE,Belgium,BEL,G,R,RA,P,124
2019,Palestinian,PSE,Belarus,BLR,G,N,FI,P,5
2019,Palestinian,PSE,Brazil,BRA,G,N,FI,P,67
2019,Palestinian,PSE,"Bosnia and Herzegovina",BIH,G,N,FI,P,9
2019,Palestinian,PSE,Canada,CAN,G,A,AR,P,87
2019,Palestinian,PSE,Canada,CAN,G,N,FI,P,649
2019,Palestinian,PSE,China,CHN,U,N,FI,P,12
2019,Palestinian,PSE,"Dem. Rep. of the Congo",COD,G,N,FI,P,6
2019,Palestinian,PSE,"Costa Rica",CRI,G,N,FI,P,5
2019,Palestinian,PSE,Cyprus,CYP,G,N,FI,P,102
2019,Palestinian,PSE,Cyprus,CYP,G,R,FI,P,5
2019,Palestinian,PSE,Ecuador,ECU,G,N,FA,P,10
2019,Palestinian,PSE,Ethiopia,ETH,J,N,FI,P,5
2019,Palestinian,PSE,France,FRA,G,A,AR,P,97
2019,Palestinian,PSE,France,FRA,G,N,FI,P,317
2019,Palestinian,PSE,France,FRA,G,A,RA,P,5
2019,Palestinian,PSE,France,FRA,G,R,RA,P,5
2019,Palestinian,PSE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,51
2019,Palestinian,PSE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,238
2019,Palestinian,PSE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,5
2019,Palestinian,PSE,Georgia,GEO,G,N,FI,P,13
2019,Palestinian,PSE,Ghana,GHA,G,N,FI,P,5
2019,Palestinian,PSE,Greece,GRC,G,N,FI,P,2139
2019,Palestinian,PSE,Greece,GRC,G,R,RA,P,18
2019,Palestinian,PSE,Croatia,HRV,G,N,FI,P,33
2019,Palestinian,PSE,Hungary,HUN,G,N,FI,P,5
2019,Palestinian,PSE,Iceland,ISL,G,A,AR,P,5
2019,Palestinian,PSE,Iceland,ISL,G,N,FI,P,25
2019,Palestinian,PSE,India,IND,U,N,FI,P,5
2019,Palestinian,PSE,Indonesia,IDN,U,N,FI,P,33
2019,Palestinian,PSE,Ireland,IRL,G,A,AR,P,5
2019,Palestinian,PSE,Ireland,IRL,G,N,FI,P,35
2019,Palestinian,PSE,Iraq,IRQ,U,N,FI,P,10
2019,Palestinian,PSE,Italy,ITA,G,N,FI,P,73
2019,Palestinian,PSE,Kyrgyzstan,KGZ,G,N,FI,P,5
2019,Palestinian,PSE,"Rep. of Korea",KOR,G,N,FA,P,5
2019,Palestinian,PSE,Libya,LBY,U,N,FI,P,919
2019,Palestinian,PSE,Lebanon,LBN,U,N,FI,P,16
2019,Palestinian,PSE,"Sri Lanka",LKA,U,N,FI,P,5
2019,Palestinian,PSE,Mauritania,MRT,U,N,FI,P,24
2019,Palestinian,PSE,Mexico,MEX,G,N,FI,P,5
2019,Palestinian,PSE,Malaysia,MYS,U,N,FI,P,104
2019,Palestinian,PSE,Montenegro,MNE,G,N,FA,P,49
2019,Palestinian,PSE,Morocco,MAR,U,N,FI,P,112
2019,Palestinian,PSE,Malta,MLT,G,A,AR,P,5
2019,Palestinian,PSE,Malta,MLT,G,N,FI,P,5
2019,Palestinian,PSE,Netherlands,NLD,G,N,FI,P,39
2019,Palestinian,PSE,Netherlands,NLD,G,R,RA,P,5
2019,Palestinian,PSE,Nigeria,NGA,G,N,FI,P,5
2019,Palestinian,PSE,Philippines,PHL,G,N,FA,P,8
2019,Palestinian,PSE,Poland,POL,G,N,FI,P,8
2019,Palestinian,PSE,Romania,ROU,G,N,FI,P,41
2019,Palestinian,PSE,Romania,ROU,G,R,RA,P,7
2019,Palestinian,PSE,"South Africa",ZAF,G,R,AR,P,7
2019,Palestinian,PSE,"South Africa",ZAF,G,N,FI,P,9
2019,Palestinian,PSE,"Russian Federation",RUS,G,N,TA,P,7
2019,Palestinian,PSE,Spain,ESP,G,N,FI,P,623
2019,Palestinian,PSE,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,96
2019,Palestinian,PSE,Slovenia,SVN,G,N,FI,P,45
2019,Palestinian,PSE,Sweden,SWE,G,A,AR,P,291
2019,Palestinian,PSE,Sweden,SWE,G,N,FI,P,548
2019,Palestinian,PSE,Sweden,SWE,G,R,RA,P,95
2019,Palestinian,PSE,"Syrian Arab Rep.",SYR,U,N,FI,P,5
2019,Palestinian,PSE,Thailand,THA,U,N,FI,P,7
2019,Palestinian,PSE,Tunisia,TUN,U,N,FI,P,8
2019,Palestinian,PSE,"United Arab Emirates",ARE,U,N,FI,P,5
2019,Palestinian,PSE,Ukraine,UKR,G,N,FI,P,5
2019,Palestinian,PSE,Ukraine,UKR,G,J,JR,P,5
2019,Palestinian,PSE,"United States of America",USA,G,A,AR,P,26
2019,Palestinian,PSE,"United States of America",USA,G,N,EO,P,12
2019,Palestinian,PSE,Yemen,YEM,U,NR,FA,P,95
2019,"United Kingdom of Great Britain and Northern Ireland",GBR,Australia,AUS,G,A,AR,P,5
2019,"United Kingdom of Great Britain and Northern Ireland",GBR,Australia,AUS,G,N,FI,P,38
2019,"United Kingdom of Great Britain and Northern Ireland",GBR,Brazil,BRA,G,N,FI,P,5
2019,"United Kingdom of Great Britain and Northern Ireland",GBR,Canada,CAN,G,N,FI,P,5
2019,"United Kingdom of Great Britain and Northern Ireland",GBR,Denmark,DNK,G,N,FI,P,5
2019,"United Kingdom of Great Britain and Northern Ireland",GBR,Finland,FIN,G,N,FI,C,5
2019,"United Kingdom of Great Britain and Northern Ireland",GBR,France,FRA,G,N,FI,P,9
2019,"United Kingdom of Great Britain and Northern Ireland",GBR,"New Zealand",NZL,G,N,FI,P,5
2019,"United Kingdom of Great Britain and Northern Ireland",GBR,Spain,ESP,G,N,FI,P,5
2019,"United Kingdom of Great Britain and Northern Ireland",GBR,"United States of America",USA,G,A,AR,P,7
2019,"United Kingdom of Great Britain and Northern Ireland",GBR,"United States of America",USA,G,N,EO,P,11
2019,"United Kingdom of Great Britain and Northern Ireland",GBR,"United States of America",USA,G,N,IN,C,5
2019,Georgia,GEO,Armenia,ARM,G,N,FI,P,5
2019,Georgia,GEO,Austria,AUT,G,N,FA,P,339
2019,Georgia,GEO,Belgium,BEL,G,N,FI,P,192
2019,Georgia,GEO,Belgium,BEL,G,R,RA,P,16
2019,Georgia,GEO,Canada,CAN,G,A,AR,P,28
2019,Georgia,GEO,Canada,CAN,G,N,FI,P,108
2019,Georgia,GEO,Cyprus,CYP,G,N,FI,P,1509
2019,Georgia,GEO,Cyprus,CYP,G,R,FI,P,85
2019,Georgia,GEO,Czechia,CZE,G,N,FI,P,188
2019,Georgia,GEO,Czechia,CZE,G,R,RA,P,36
2019,Georgia,GEO,Denmark,DNK,G,A,AR,P,65
2019,Georgia,GEO,Denmark,DNK,G,N,FI,P,64
2019,Georgia,GEO,Estonia,EST,G,N,FI,P,5
2019,Georgia,GEO,Finland,FIN,G,N,FI,C,60
2019,Georgia,GEO,Finland,FIN,G,R,RA,C,10
2019,Georgia,GEO,France,FRA,G,A,AR,P,5001
2019,Georgia,GEO,France,FRA,G,N,FI,P,7776
2019,Georgia,GEO,France,FRA,G,A,RA,P,243
2019,Georgia,GEO,France,FRA,G,R,RA,P,538
2019,Georgia,GEO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,18
2019,Georgia,GEO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,264
2019,Georgia,GEO,Germany,DEU,G,N,NA,P,3329
2019,Georgia,GEO,Germany,DEU,G,R,RA,P,551
2019,Georgia,GEO,Greece,GRC,G,N,FI,P,1460
2019,Georgia,GEO,Greece,GRC,G,R,RA,P,144
2019,Georgia,GEO,Iceland,ISL,G,A,AR,P,11
2019,Georgia,GEO,Iceland,ISL,G,N,FI,P,27
2019,Georgia,GEO,Ireland,IRL,G,A,AR,P,196
2019,Georgia,GEO,Ireland,IRL,G,N,FI,P,635
2019,Georgia,GEO,Israel,ISR,G,N,FA,P,22
2019,Georgia,GEO,Italy,ITA,G,N,FI,P,960
2019,Georgia,GEO,Liechtenstein,LIE,G,N,FI,P,6
2019,Georgia,GEO,Luxembourg,LUX,G,N,FI,P,35
2019,Georgia,GEO,Latvia,LVA,G,N,FI,P,12
2019,Georgia,GEO,"Rep. of Moldova",MDA,G,N,FI,P,5
2019,Georgia,GEO,Malta,MLT,G,N,FI,P,8
2019,Georgia,GEO,Netherlands,NLD,G,N,FI,P,326
2019,Georgia,GEO,Netherlands,NLD,G,R,RA,P,54
2019,Georgia,GEO,Norway,NOR,G,A,AR,P,10
2019,Georgia,GEO,Norway,NOR,G,N,FI,P,27
2019,Georgia,GEO,Poland,POL,G,A,AR,P,37
2019,Georgia,GEO,Poland,POL,G,N,FI,P,50
2019,Georgia,GEO,Portugal,PRT,G,N,FI,P,5
2019,Georgia,GEO,"Russian Federation",RUS,G,N,TA,P,29
2019,Georgia,GEO,Spain,ESP,G,N,FI,P,1815
2019,Georgia,GEO,Sweden,SWE,G,A,AR,P,966
2019,Georgia,GEO,Sweden,SWE,G,N,FI,P,905
2019,Georgia,GEO,Sweden,SWE,G,R,RA,P,70
2019,Georgia,GEO,Switzerland,CHE,G,N,FI,P,529
2019,Georgia,GEO,Switzerland,CHE,G,R,RA,P,72
2019,Georgia,GEO,Ukraine,UKR,G,N,FI,P,5
2019,Georgia,GEO,"United States of America",USA,G,A,AR,P,208
2019,Georgia,GEO,"United States of America",USA,G,N,EO,P,172
2019,Georgia,GEO,"United States of America",USA,G,N,IN,C,210
2019,Germany,DEU,Austria,AUT,G,N,FA,P,5
2019,Germany,DEU,Brazil,BRA,G,N,FI,P,5
2019,Germany,DEU,Canada,CAN,G,A,AR,P,6
2019,Germany,DEU,Canada,CAN,G,N,FI,P,18
2019,Germany,DEU,Norway,NOR,G,N,FI,P,9
2019,Germany,DEU,"Russian Federation",RUS,G,N,TA,P,22
2019,Germany,DEU,Spain,ESP,G,N,FI,P,5
2019,Germany,DEU,Switzerland,CHE,G,N,FI,P,6
2019,Germany,DEU,"United States of America",USA,G,A,AR,P,5
2019,Germany,DEU,"United States of America",USA,G,N,EO,P,12
2019,Germany,DEU,"United States of America",USA,G,N,IN,C,8
2019,Ghana,GHA,Algeria,DZA,U,N,FI,P,6
2019,Ghana,GHA,Argentina,ARG,G,A,AR,P,5
2019,Ghana,GHA,Argentina,ARG,G,N,FI,P,26
2019,Ghana,GHA,Argentina,ARG,G,A,JR,P,5
2019,Ghana,GHA,Australia,AUS,G,A,AR,P,57
2019,Ghana,GHA,Australia,AUS,G,N,FI,P,26
2019,Ghana,GHA,Austria,AUT,G,N,FA,P,13
2019,Ghana,GHA,Belgium,BEL,G,N,FI,P,25
2019,Ghana,GHA,Belgium,BEL,G,R,RA,P,9
